id,text,created_at,context_annotations
1504485189220667397,"So pumped to see all of the #VeeFriendsBreak videos today, what are you hoping to pull? https://t.co/2B6E6zoaGR",2022-03-17T15:49:55.000Z,
1504451650756427778,"Been looking to jump into NFTs but don't know where to start? Our two free-to-attend NFT 101 education sessions today will help you do just that. Today's times:
12:30PM EST - 1:30PM EST
8PM EST - 9PM EST
Learn more: https://t.co/39tMr77Khy",2022-03-17T13:36:39.000Z,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]"
1504451132659273729,#NewProfilePic #VVVVLBC #DiamondSpectacular https://t.co/eAlrhxnlTD,2022-03-17T13:34:36.000Z,
1504446251202457600,@carltaiz1 @garyvee DMed you!,2022-03-17T13:15:12.000Z,
1504445721646350340,@MikeDiCicco4 @garyvee @zerocoolcards @adamripps Wowowooww congrats! 🧚,2022-03-17T13:13:05.000Z,
1504219708802928641,"SILVER STAYS! Get the info straight from the source (@garyvee) as we head into our final 48 hours of the VeeCon Burn Sale. Burning 5 Silver Framed BG tokens gets you a GOO VeeCon Ticket NFT for the next 24 hours!
Burn at: https://t.co/neTebX83M9 https://t.co/IejvW6HN9r",2022-03-16T22:15:00.000Z,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]"
1504193261333798925,RT @veecon: Join us in welcoming @amber_vittoria as a Speaker at VeeCon 2022! #SeeYouAtVeeCon https://t.co/gs05QveFAq,2022-03-16T20:29:54.000Z,
1504187832155394055,RT @veecon: Excited to have @businessbarista join us at VeeCon 2022 as a speaker! #SeeYouAtVeeCon https://t.co/O5BnrZmpLO,2022-03-16T20:08:20.000Z,
1504187823506796554,RT @veecon: Excited to have @illmindproducer join us at VeeCon 2022 as a speaker! #SeeYouAtVeeCon https://t.co/xLGQXoiNhS,2022-03-16T20:08:18.000Z,
1504187765986111493,RT @veecon: Join us in welcoming @AlonGoren as a Moderator at VeeCon 2022! #SeeYouAtVeeCon https://t.co/TSAMf93zNE,2022-03-16T20:08:04.000Z,
1504178415494180865,"Are you a skilled Creator with experience in Graphic Design? VeeFriends is HIRING! Apply below or forward to a Content Condor who should 
https://t.co/Sy7oi9iOcA https://t.co/6OmqD3Ff51",2022-03-16T19:30:55.000Z,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Home & family', 'description': 'Hobbies and interests'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1046577790353428480', 'name': 'Visual arts', 'description': 'Visual Arts'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1046580793848418305', 'name': 'Graphic design', 'description': 'Graphic Design'}}]"
1504175920239853572,First-look at Series 2 Tremendous Tiger! What do you think?? https://t.co/9xCffBIt8t,2022-03-16T19:21:00.000Z,
1504146984164368384,@garyvee We'd be honored to have you :),2022-03-16T17:26:01.000Z,
1504137652072763404,More of a visual learner? We got you! Get caught up on the announcement-filled last week at VeeFriends in under 30 seconds. Full Roundup can be found in the thread below 👇 https://t.co/124tanx30Y https://t.co/yZfTSPqAH0,2022-03-16T16:48:56.000Z,
1504126501293281280,"12PM VeeCon Burn Sale Update:
The burn 🔥 requirement for a GOO VeeCon Ticket NFT will continue to be 5 SILVER Framed BOOK GAMES tokens until March 17th at 5:55PM ET. Only 2.5 days remaining for the Burn Sale, don't wait! #SeeYouAtVeeCon 
Burn at: https://t.co/neTebX83M9",2022-03-16T16:04:37.000Z,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]"
1504119942500823040,"RT @ezrawithacamera: We're tracking every @veefriends x @zerocoolcards box break we can find. And I'm crazy enough to watch 1,000 videos if…",2022-03-16T15:38:34.000Z,
1504107484537135112,"If you've been waiting for the right moment to jump into NFTs and get ready for VeeFriends Series 2 coming this April, this is it. Our sole NFT 101 session of the day kicks off at 1:30PM - 2:30PM EST, see you there! https://t.co/jBsRkdJe7R",2022-03-16T14:49:03.000Z,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1370436971940642819', 'name': 'Coinbase'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1492162686204854274', 'name': 'Digital assets & cryptocurrency', 'description': 'Cryptocurrency'}}]"
1504091207550517251,book games are played forever ♾ https://t.co/TaVF9wianK,2022-03-16T13:44:23.000Z,
